CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50087014,MCDONALD'S,Manhattan,336,EAST   23 STREET,10010,2122285529,American,12/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,27,,,06/28/2020,Cycle Inspection / Initial Inspection
50069859,MCDONALD'S,Manhattan,401,PARK AVENUE SOUTH,10016,2126834919,Sandwiches/Salads/Mixed Buffet,09/24/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,09/24/2018,06/28/2020,Cycle Inspection / Initial Inspection
50068991,MCDONALDS,Brooklyn,5121,5 AVENUE,11220,7182336257,Sandwiches,09/25/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,23,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
50064637,MCDONALDS,Bronx,925,HUNTS POINT AVENUE,10459,7182158275,Sandwiches,09/05/2019,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,42,C,09/05/2019,06/28/2020,Cycle Inspection / Re-inspection
40398367,MCDONALD'S,Queens,3001,STRATTON STREET,11354,7185394570,Hamburgers,05/25/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,05/25/2016,06/28/2020,Cycle Inspection / Initial Inspection
50068988,MCDONALD'S #13068,Brooklyn,880,CONEY ISLAND AVENUE,11218,7735058724,American,06/29/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,06/29/2018,06/28/2020,Cycle Inspection / Initial Inspection
50087090,MCDONALD'S,Manhattan,151,WEST   34 STREET,10001,9173875436,Hamburgers,11/21/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24,,,06/28/2020,Cycle Inspection / Initial Inspection
50063996,MCDONALD'S,Brooklyn,968,4 AVENUE,11232,7187889226,American,07/05/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,43,C,07/05/2017,06/28/2020,Pre-permit (Operational) / Re-inspection
50059826,MCDONALD'S,Queens,9118,BEACH CHANNEL DR,11693,7184744949,American,04/01/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,3,A,04/01/2019,06/28/2020,Cycle Inspection / Initial Inspection
50016931,MCDONALD'S,Brooklyn,5407,KINGS PLZ,11234,7182525460,Hamburgers,01/15/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,,,06/28/2020,Cycle Inspection / Initial Inspection
41241636,MCDONALD'S,Manhattan,3410,BROADWAY,10031,3472264150,Hamburgers,09/02/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,29,,,06/28/2020,Cycle Inspection / Initial Inspection
50005026,MCDONALD'S,Brooklyn,3143,ATLANTIC AVENUE,11208,7189649600,American,09/26/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50087014,MCDONALD'S,Manhattan,336,EAST   23 STREET,10010,2122285529,American,01/10/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,9,A,01/10/2020,06/28/2020,Cycle Inspection / Re-inspection
50068987,MCDONALD'S #11542,Brooklyn,1656,UTICA AVENUE,11234,7735058724,American,10/24/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,10/24/2017,06/28/2020,Pre-permit (Operational) / Re-inspection
50041875,LAS BANDERAS,Brooklyn,1641,MCDONALD AVENUE,11230,7183762364,Mexican,02/11/2017,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,13,A,02/11/2017,06/28/2020,Cycle Inspection / Initial Inspection
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,7184943400,Hamburgers,08/27/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,35,,,06/28/2020,Cycle Inspection / Initial Inspection
41442614,MCDONALD'S,Queens,12034,QUEENS BOULEVARD,11415,7185442407,Hamburgers,07/03/2017,Violations were cited in the following area(s).,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Y,39,,,06/28/2020,Cycle Inspection / Initial Inspection
40367829,MCDONALD'S,Queens,7550,101 AVENUE,11416,7188451010,Hamburgers,12/19/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,27,,,06/28/2020,Cycle Inspection / Initial Inspection
50087226,MCDONALDS,Bronx,86,EAST  167 STREET,10452,7325159898,Hamburgers,09/05/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,09/05/2019,06/28/2020,Cycle Inspection / Re-inspection
40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385,7184970722,Hamburgers,10/17/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,49,,,06/28/2020,Cycle Inspection / Initial Inspection
41629291,MCDONALD'S,Manhattan,213,MADISON STREET,10002,2126191848,American,02/25/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,02/25/2019,06/28/2020,Cycle Inspection / Initial Inspection
40391639,MCDONALD'S,Bronx,85,BRUCKNER BOULEVARD,10454,7185858368,Hamburgers,03/09/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,03/09/2018,06/28/2020,Cycle Inspection / Initial Inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,12/16/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,19,,,06/28/2020,Cycle Inspection / Initial Inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,03/16/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,14,,,06/28/2020,Cycle Inspection / Initial Inspection
41442614,MCDONALD'S,Queens,12034,QUEENS BOULEVARD,11415,7185442407,Hamburgers,08/18/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,12,A,08/18/2017,06/28/2020,Cycle Inspection / Re-inspection
40521343,MCDONALD'S,Staten Island,803,FOREST AVENUE,10310,7188766088,Hamburgers,07/16/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,18,,,06/28/2020,Cycle Inspection / Initial Inspection
50048068,MCDONALDS,Queens,8805,ASTORIA BLVD,11369,7188987437,American,07/10/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,07/10/2017,06/28/2020,Cycle Inspection / Re-inspection
41258107,MCDONALD'S,Brooklyn,606,NEPTUNE AVENUE,11224,7189468319,Hamburgers,05/17/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,05/17/2018,06/28/2020,Cycle Inspection / Initial Inspection
50045348,MCDONALD'S,Manhattan,1499,3 AVENUE,10028,2126288100,American,05/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,8,,,06/28/2020,Cycle Inspection / Initial Inspection
50068991,MCDONALDS,Brooklyn,5121,5 AVENUE,11220,7182336257,Sandwiches,09/25/2017,Violations were cited in the following area(s).,03C,"Eggs found dirty/cracked; liquid, frozen or powdered eggs not pasteurized.",Y,23,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
50055396,MCDONALD'S,Manhattan,136,WEST    3 STREET,10012,2126742626,American,07/30/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,07/30/2018,06/28/2020,Cycle Inspection / Initial Inspection
41629298,MCDONALD'S,Manhattan,167,CHAMBERS STREET,10007,2126082405,American,10/04/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,10,A,10/04/2019,06/28/2020,Cycle Inspection / Initial Inspection
41262497,MCDONALD'S,Manhattan,2049,BROADWAY,10023,2127240435,Hamburgers,07/21/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,07/21/2017,06/28/2020,Cycle Inspection / Initial Inspection
50085536,MCDONALDS,Queens,2141,MOTT AVE,11691,5165130927,American,12/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,12/12/2019,06/28/2020,Cycle Inspection / Initial Inspection
41262493,MCDONALD'S,Bronx,2870,3 AVENUE,10455,7186655373,Hamburgers,10/28/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,10/28/2016,06/28/2020,Cycle Inspection / Initial Inspection
50087014,MCDONALD'S,Manhattan,336,EAST   23 STREET,10010,2122285529,American,12/18/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,27,,,06/28/2020,Cycle Inspection / Initial Inspection
50000328,MCDONALD'S,Brooklyn,2028,ROCKAWAY PARKWAY,11236,7182410006,Hamburgers,08/31/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,08/31/2018,06/28/2020,Cycle Inspection / Initial Inspection
40367829,MCDONALD'S,Queens,7550,101 AVENUE,11416,7188451010,Hamburgers,04/13/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,23,,,06/28/2020,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,Brooklyn,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,12/20/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,8,,,06/28/2020,Cycle Inspection / Initial Inspection
50068991,MCDONALDS,Brooklyn,5121,5 AVENUE,11220,7182336257,Sandwiches,09/25/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,23,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
50018318,MCDONALD'S,Queens,8814,SPRINGFIELD BLVD,11427,7182171585,Hamburgers,11/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,11/30/2017,06/28/2020,Cycle Inspection / Initial Inspection
40384036,MCDONALD'S,Brooklyn,819,PENNSYLVANIA AVENUE,11207,7182723362,Hamburgers,05/07/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,,,06/28/2020,Cycle Inspection / Initial Inspection
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,01/23/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,01/23/2019,06/28/2020,Cycle Inspection / Initial Inspection
50035344,RADHUNI SWEETS & RESTAURANT,Brooklyn,483,MCDONALD AVENUE,11218,7189720072,Bangladeshi,01/02/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,24,,,06/28/2020,Cycle Inspection / Initial Inspection
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203,7187780023,Hamburgers,04/11/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,7,A,04/11/2018,06/28/2020,Cycle Inspection / Initial Inspection
50006070,MCDONALD'S,Queens,4012,NATIONAL ST,11368,7186720369,American,12/06/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,12,A,12/06/2018,06/28/2020,Cycle Inspection / Initial Inspection
40367790,MCDONALD'S,Brooklyn,943,FLATBUSH AVENUE,11226,7186935353,Hamburgers,06/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,6,A,06/10/2019,06/28/2020,Cycle Inspection / Initial Inspection
40401953,MCDONALD'S,Manhattan,237987,ADAM CLAYTON POWELL BOULEVARD,,2122830559,Hamburgers,08/23/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,08/23/2018,06/28/2020,Cycle Inspection / Initial Inspection
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,05/29/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50045349,MCDONALDS RESTAURANT,Manhattan,18,EAST   42 STREET,10017,2125992127,American,03/31/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,17,,,06/28/2020,Cycle Inspection / Initial Inspection
41633093,EL CERRITO DEL CARMEN RESTAURANT,Brooklyn,2024,MCDONALD AVENUE,11223,7183397907,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/01/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,62,,,06/28/2020,Cycle Inspection / Initial Inspection
50041875,LAS BANDERAS,Brooklyn,1641,MCDONALD AVENUE,11230,7183762364,Mexican,02/06/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,28,,,06/28/2020,Cycle Inspection / Initial Inspection
41385362,MCDONALD'S,Bronx,2630,JEROME AVENUE,10468,7182201982,Hamburgers,04/19/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,8,A,04/19/2019,06/28/2020,Cycle Inspection / Initial Inspection
40783591,CINDY RESTAURANT LUNCHEONETTE,Brooklyn,1806,MCDONALD AVENUE,11223,7186456192,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/06/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,12/06/2019,06/28/2020,Cycle Inspection / Initial Inspection
50000154,QUETZALITO RESTAURANT,Brooklyn,964,MCDONALD AVENUE,11230,3472402930,Mexican,10/27/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,21,B,10/27/2018,06/28/2020,Cycle Inspection / Re-inspection
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6467904636,Hamburgers,12/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,12/20/2016,06/28/2020,Cycle Inspection / Re-inspection
40521343,MCDONALD'S,Staten Island,803,FOREST AVENUE,10310,7188766088,Hamburgers,07/11/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,A,07/11/2017,06/28/2020,Cycle Inspection / Initial Inspection
41040405,MCDONALD'S,Brooklyn,139,FLATBUSH AVENUE,11217,7182300176,Hamburgers,09/05/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,09/05/2017,06/28/2020,Cycle Inspection / Initial Inspection
50037580,MCDONALD'S,Bronx,5765,BROADWAY,10463,7187964447,American,07/09/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,22,B,07/09/2018,06/28/2020,Cycle Inspection / Re-inspection
41215997,MCDONALD'S,Bronx,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,10/07/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,46,,,06/28/2020,Cycle Inspection / Initial Inspection
41241639,MCDONALD'S,Manhattan,3549,BROADWAY,10031,2124916860,Hamburgers,07/22/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,07/22/2019,06/28/2020,Cycle Inspection / Re-inspection
41217606,MCDONALD'S,Bronx,372,EAST FORDHAM ROAD,10458,7187333608,Hamburgers,04/12/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,04/12/2017,06/28/2020,Cycle Inspection / Initial Inspection
50068986,MCDONALD'S #3880,Brooklyn,3525,FORT HAMILTON PARKWAY,11218,7735058724,American,03/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8,A,03/19/2019,06/28/2020,Cycle Inspection / Initial Inspection
41650608,MCDONALD'S,Queens,20311,NORTHERN BOULEVARD,11361,7184231577,Hamburgers,05/01/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,05/01/2018,06/28/2020,Cycle Inspection / Initial Inspection
50098859,CABANA RESTAURANT,Brooklyn,1836,MCDONALD AVENUE,11223,7189758669,Italian,01/31/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,24,N,,06/28/2020,Pre-permit (Operational) / Initial Inspection
50087090,MCDONALD'S,Manhattan,151,WEST   34 STREET,10001,9173875436,Hamburgers,03/20/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,26,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
41241627,MCDONALD'S,Bronx,1749,UNIVERSITY AVENUE,10453,7182941309,American,10/03/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50091429,LOS CHOCOMILES,Brooklyn,976,MCDONALD AVENUE,11230,9292108535,Mexican,06/17/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,47,,,06/28/2020,Pre-permit (Operational) / Re-inspection
50040867,MCDONALD'S,Manhattan,946,8 AVENUE,10019,2125866676,Hamburgers,03/03/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,03/03/2017,06/28/2020,Cycle Inspection / Initial Inspection
50068987,MCDONALD'S #11542,Brooklyn,1656,UTICA AVENUE,11234,7735058724,American,07/07/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,07/07/2018,06/28/2020,Cycle Inspection / Re-inspection
40373909,MCDONALD'S,Brooklyn,5804,CLARENDON ROAD,11203,7184510834,Hamburgers,06/22/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,06/22/2018,06/28/2020,Cycle Inspection / Initial Inspection
41619708,LOUNGE BAR CAVE,Brooklyn,2320,MCDONALD AVENUE,11223,3479151515,American,05/22/2018,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,10,A,05/22/2018,06/28/2020,Cycle Inspection / Initial Inspection
41696233,MCDONALD'S,Queens,90-67,SUTPHIN BOULEVARD,11435,7182628844,American,06/09/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,4,A,06/09/2017,06/28/2020,Cycle Inspection / Initial Inspection
41040405,MCDONALD'S,Brooklyn,139,FLATBUSH AVENUE,11217,7182300176,Hamburgers,08/24/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,08/24/2018,06/28/2020,Cycle Inspection / Initial Inspection
41262493,MCDONALD'S,Bronx,2870,3 AVENUE,10455,7186655373,Hamburgers,02/06/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,02/06/2018,06/28/2020,Cycle Inspection / Initial Inspection
41262493,MCDONALD'S,Bronx,2870,3 AVENUE,10455,7186655373,Hamburgers,03/28/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,9,A,03/28/2019,06/28/2020,Cycle Inspection / Re-inspection
50038733,HERO SHOP,Brooklyn,1211,MCDONALD AVENUE,11230,7183385472,American,01/12/2017,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,N,16,B,01/12/2017,06/28/2020,Cycle Inspection / Re-inspection
40794103,MCDONALD'S,Bronx,1600,BRUCKNER BOULEVARD,10473,7186170869,Hamburgers,04/17/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,04/17/2017,06/28/2020,Cycle Inspection / Initial Inspection
40369724,MCDONALD'S,Queens,10615,71 AVENUE,11375,7187938181,Hamburgers,06/04/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10,A,06/04/2019,06/28/2020,Cycle Inspection / Re-inspection
40392256,MCDONALD'S,Queens,40-18,MAIN STREET,11354,7189391881,Hamburgers,06/21/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,13,A,06/21/2017,06/28/2020,Cycle Inspection / Initial Inspection
41463512,MCDONALD'S,Manhattan,824,3 AVENUE,10022,6469186885,Hamburgers,06/21/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,10,A,06/21/2017,06/28/2020,Cycle Inspection / Re-inspection
50000154,QUETZALITO RESTAURANT,Brooklyn,964,MCDONALD AVENUE,11230,3472402930,Mexican,10/27/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,21,B,10/27/2018,06/28/2020,Cycle Inspection / Re-inspection
40592181,MCDONALD'S,Bronx,1515,WILLIAMSBRIDGE ROAD,10461,7184091670,Hamburgers,07/10/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,07/10/2018,06/28/2020,Cycle Inspection / Initial Inspection
41262497,MCDONALD'S,Manhattan,2049,BROADWAY,10023,2127240435,Hamburgers,08/13/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,08/13/2018,06/28/2020,Cycle Inspection / Re-inspection
